Publication_Type	Authors	Article_Title	Source_Title	Book_Series_Subtitle	Volume	Issue	Special_Issue	Meeting_Abstract	Start_Page	End_Page	Article_Number	DOI	Document_Type	Publication_Date	Publication_Year	Abstract	Times_Cited_WoS_Core	Times_Cited_CSCD	Times_Cited_RSCI	Times_Cited_ARCI	Times_Cited_BCI	Times_Cited_SCIELO	Times_Cited_All_Databases	Indexed_Date	UT_(Unique_ID)	Climate	Land_use	Spatial	Inv_spp	Seeds	Fire	Restor	Class_survey	Veg_dynamics	DBs	Grassland	Forest	Wetlands	Other	INCLUDE
J	"Ermakov, Nikolai; Morozova, Olga"	Syntaxonomical survey of boreal oligotrophic pine forests in northern Europe and Western Siberia	APPLIED VEGETATION SCIENCE	NA	14	4	SI	NA	524	536	NA	10.1111/j.1654-109X.2011.01155.x	Article	OCT 2011	2011	"Question: What is the syntaxonomical diversity of boreal oligotrophic pine forests in Western Eurasia?Location: Boreal zone of Northern Europe and Western Siberia.Methods: Classification of forest vegetation plots using Ward's clustering and the Braun-Blanquet approach.Results: North European and West Siberian boreal oligotrophic pine forests can be assigned to the Vaccinio-Piceetea Br.-Bl. in Br.-Bl. et al. 1939; Pinetalia sylvestris Oberdorfer 1957; Cladonio stellaris-Pinion sylvestris Kielland-Lund ex Ermakov et Morozova 2011, seven associations (Cladonio arbusculae-Pinetum sylvestris (Kielland-Lund 1967) Ermakov & Iirozova 2011; Flavocetrario nivalis-Pinetum sylvestris Morozova et al. 2008; Pinetum sibiricae-sylvestris Makhatkov et Ermakov 2010; Hedysaro alpini-Laricetum sibiricae Saburov 1972; Linnaeo borealis-Pinetum sylvestris (Kielland-Lund 1967) Ermakov & Iirozova 2011; Barbilophozio-Pinetum sylvestris Br.-Bl. et Sissingh in Br.-Bl. et al. 1939; Bazzanio-Pinetum sylvestris Kielland-Lund 1967; Calamagrostio lapponicae-Pinetum sylvestris Br.-Bl. et Sissingh in Br.-Bl. et al. 1939) and six subassociations. Syntaxonomical and geographical boundaries between the alliances Cladonio stellaris-Pinion sylvestris and Dicrano-Pinion (Libbert 1933) Matuszkiewicz 1962 were defined.Conclusion: We propose the concept of alliance Cladonio stellaris-Pinion sylvestris, which includes all associations of oligotrophic pine forests within the boreal zone of Europe and Western Siberia. Analysis of a data set from Northern Europe and North-western Siberia demonstrates a common set of ecological, floristic and phytocoenotic features of all types of oligotrophic pine forests. This supports Oberdorfer's concept of a single Eurasian order Pinetalia sylvestris."	20	0	0	0	20	0	27	2011-10-01	WOS:000294600100006	0	0	0	0	0	0	0	1	0	0	0	0	0	0	YES
J	"Garcia-Madrid, Ana S.; Pilar Rodriguez-Rojo, Maria; Canto, Paloma; Molina, Jose A."	Diversity and classification of tall humid herb grasslands (Molinio-Holoschoenion) in Western Mediterranean Europe	APPLIED VEGETATION SCIENCE	NA	19	4	NA	NA	736	749	NA	10.1111/avsc.12249	Article	OCT 2016	2016	"QuestionsWhat is the community diversity of tall, humid herb grasslands in Western Mediterranean Europe? What are the diagnostic species of the Molinio-Holoschoenion alliance? What underlying ecological patterns influence their diversity?LocationWestern Mediterranean Europe (France, Portugal and Spain).MethodsWe compiled a vegetation plot database of Molinio-Holoschoenion plant communities. The initial data set of 1056 plots was filtered according to physiognomic and floristic criteria, and geographically stratified. We used hierarchical agglomerative classification and semi-supervised classification techniques based on the k-means algorithm as a combination of methods to define vegetation types. A DCA analysis was performed to assess the main ecological drivers of diversity in the Molinio-Holoschoenion community.ResultsSeventeen vegetation types were defined, which can be classified in the following major vegetation groups: (1) tall humid grasslands on base-poor and sandy soils; (2) Scirpoides holoschoenus grasslands on base-rich soils; and (3) eastern Iberian and southwestern French Schoenus nigricans and/or Molinia caerulea grasslands. The water-logging gradient was recognized as a major underlying pattern influencing the diversity and distribution of Molinio-Holoschoenion, and at a second level, the soil factor.ConclusionsWe suggest a revision of the concept of the Molinio-Holoschoenion alliance to be considered for the interpretation of habitat type 6420 of the European Habitats Directive, which should include Mediterranean wet dune slacks and tall, humid inland grasslands. This vegetation type is largely distributed on the eastern Iberian Peninsula, where base-rich soils are predominant and Scirpoides holoschoenus grasslands comprise the main floristic composition of the alliance."	9	0	0	0	9	0	10	2016-11-23	WOS:000386136600019	0	0	0	0	0	0	0	1	0	0	0	0	0	0	YES
J	"Wagner, Viktoria; Spribille, Toby; Abrahamczyk, Stefan; Bergmeier, Erwin"	Timberline meadows along a 1000-km transect in NW North America: species diversity and community patterns	APPLIED VEGETATION SCIENCE	NA	17	1	NA	NA	129	141	NA	10.1111/avsc.12045	Article	JAN 2014	2014	"QuestionThe mountains of NW North America are home to natural meadows that cover large areas at the timberline. The vegetation of these meadows has been the topic of few local studies, and little is known of species composition turnover across mountain ranges and along the latitudinal gradient. We sampled and analyzed community composition along a 1000-km gradient to answer the following questions: (1) what are the main community types in timberline meadows; (2) what are the most important abiotic gradients underlying their composition; and (3) how is species diversity related to environmental factors and how does it change along the latitudinal gradient?LocationSE and central British Columbia (Canada), NW Montana (USA).MethodsWe recorded data on cover and presence/absence of vascular plant, bryophyte and lichen species, as well as structure and environmental properties in 4mx4 m plots (n=112). Using the OptimClass approach, we classified plots into distinct community types. We used NMDS and multiple regressions to analyse the relationship between composition, species richness and environmental and geographic gradients.ResultsDespite drawing from a large geographic area, our classification revealed only four meadow communities. Mesic meadows were the most frequent and had a pronounced species turnover along latitude, resulting in two distinct community types. In addition, a three-dimensional ordination showed that vegetation structural properties, macroclimate and geographic predictors were important underlying gradients for species composition. Vascular species richness increased with soil pH, and exhibited a quadratic relationship with litter cover and latitude. Furthermore, in the latter case, it increased towards the southern and northern ends of our gradient.ConclusionsDetection of only four meadow communities along the 1000-km sampling gradient suggests a relatively recently established flora and a lack of regional differentiation consistent with the low level of endemism in the region. Higher vascular species diversity at the northern and southern edges of our gradient may reflect the geographic proximity to areas unglaciated during the Pleistocene, and suggests that areas farthest from the unglaciated edge may be experiencing colonization debt."	5	1	0	0	7	0	8	2014-01-22	WOS:000328544400014	0	0	0	0	0	0	0	1	0	0	0	0	0	0	YES
J	"Jose Cantero, Juan; Rodolfo Zeballos, Sebastian; Omar Nunez, Cesar; Sfragulla, Jorge; Acosta, Alicia T. R.; Funes, Guillermo; Amuchastegui, Andrea; Mulko, Jose; Bonalumi, Aldo; Ruben Cabido, Marcelo"	Classification of rocky outcrops plant communities in the mountains of Central Argentina	APPLIED VEGETATION SCIENCE	NA	25	4	NA	NA	NA	NA	e12686	10.1111/avsc.12686	Article	OCT 2022	2022	"Aims Classification of plant communities and identification of their diagnostic species in different types of rocky outcrops in mountains from Central Argentina. We also explored how these plant communities differ in their endemisms, chorotypes and non-natives species composition, as well as in rock chemistry, elevation and climatic variables. Location Cordoba Province, Central Argentina. Methods The study was based on 505 phytosociological releves collected from 2009 to 2019 using the Braun-Blanquet cover-abundance scale. The hierarchical ISOmetric feature mapping and Partition Around Medoids (ISOPAM) analysis was applied. The vegetation matrix was ordinated through isometric feature mapping (ISOMAP), and the geochemical and bioclimatic variables were related to the ISOMAP ordination. Results We identified 14 plant communities distributed in three main clusters. We recorded 59 endemic species at the national level and 28 narrow endemics, restricted to the study area and nearby mountains. The number of non-native plants was relatively low (26 species). Perennial herbs (221 species), grasses (97 species) and shrubs (68 species) were the most prominent life forms. Plant communities were associated with rock chemistry (carbonate and acidic rocks), and also with elevation and climatic variables. Conclusion This study highlights the remarkable heterogeneity of outcrop vegetation in Central Argentina. It reveals that elevation and rock type (geochemical composition) were relevant factors associated with the floristic composition of plant communities and also, that outcrop habitats comprise a high level of endemisms, as well as a low number of non-native species, suggesting a high value for the conservation of local and regional biodiversity."	4	0	0	0	3	0	4	2022-11-24	WOS:000882839100001	0	0	0	0	0	0	0	1	0	0	0	0	0	0	YES
J	"Pohjanmies, Tahti; Genikova, Nadezhda; Hotanen, Juha-Pekka; Ilvesniemi, Hannu; Kryshen, Alexander; Moshnikov, Sergey; Oksanen, Jari; Salemaa, Maija; Tikhonova, Elena; Tonteri, Tiina; Merila, Paivi"	Site types revisited: Comparison of traditional Russian and Finnish classification systems for European boreal forests	APPLIED VEGETATION SCIENCE	NA	24	1	NA	NA	NA	NA	NA	10.1111/avsc.12525	Article	JAN 2021	2021	"Questions Forest classifications are tools used in research, monitoring, and management. In Finland, the Cajanderian forest site type classification is based on the composition of understorey vegetation with the assumption that it reflects in a predictable way the site's productive value. In Russia, the Sukachevian forest classification is similarly based on understorey vegetation but also accounts for tree species, soil wetness, and paludification. Here we ask whether Cajander's and Sukachev's forest types are effectively the same in terms of species composition, site productivity, and biodiversity. Location Boreal forests on mineral soils in Finland and the Russian part of Fennoscandia. Methods We use vegetation and soil survey data to compare the Cajanderian and the Sukachevian systems in terms of the understorey community composition (that is supposed to define them), soil fertility and tree productivity (that they are expected to indicate), and biodiversity (that is of interest for conservation purposes). We create and employ class prediction models to divide Russian and Finnish sites into Cajander's and Sukachev's types, respectively, based on vegetation composition. We perform cross-comparisons between the two systems by non-metric multidimensional scaling ordination and statistical tests. Results Within both systems, the site types formed similar, meaningful gradients in terms of the studied variables. Certain site types from the two systems were largely overlapping in community composition and arranged similarly along the fertility gradient and may thus be considered comparable. Conclusions The Cajanderian and the Sukachevian systems were both developed in the European boreal zone but differ in terms of the exact rules by which site types are determined. Our results show that analogous types between the systems can be identified. These findings aid in endeavours of technology and information transfer between Finnish and Russian forests for the purposes of basic or applied ecological research and forest management."	18	1	0	0	16	0	19	2020-09-24	WOS:000568432900001	0	0	0	0	0	0	0	1	0	0	0	0	0	0	YES
J	"Andrade, Bianca O.; Bonilha, Camila L.; Overbeck, Gerhard E.; Velez-Martin, Eduardo; Rolim, Rosangela G.; Bordignon, Sergio Augusto L.; Schneider, Angelo A.; Ely, Cleusa Vogel; Lucas, Diober B.; Garcia, Elen N.; dos Santos, Emily D.; Torchelsen, Fabio P.; Vieira, Mariana S.; Silva Filho, Pedro J. S.; Ferreira, Pedro M. A.; Trevisan, Rafael; Hollas, Raquel; Campestrini, Sergio; Pillar, Valerio D.; Boldrini, Ilsi I."	Classification of South Brazilian grasslands: Implications for conservation	APPLIED VEGETATION SCIENCE	NA	22	1	NA	NA	168	184	NA	10.1111/avsc.12413	Article	JAN 2019	2019	"Aims We offer a first classification of South Brazilian grasslands (Campos Sulinos) based on quantitative vegetation data and describing grassland types in terms of dominant and indicator species. Location South Brazilian grasslands (Parana, Santa Catarina, Rio Grande do Sul states). Methods We described vegetation plots in 167 sampling units throughout the region using a stratified nested design, totalizing 1,502 1 m(2) quadrats. We classified vegetation using cluster analysis based on Bray-Curtis dissimilarities, establishing three vegetation types and ten subtypes. We conducted indicator species analysis within the resulting subtypes, and for all possible combinations of subtypes. Results In the cluster analyses, a clear separation of poorly drained grasslands from the drier sites appeared. Further, a clear distinction between grasslands in the South Brazilian highland region, situated in the Atlantic Forest biome, and the grasslands of the Pampa biome, to the south, emerged, reflecting climatic and management differences. Highland grasslands showed lower species cover dominance, while in the Pampa, Paspalum notatum clearly was the most important species and the abundance of exotic species was higher. Conclusions Our study provides the first classification of South Brazilian grasslands based on quantitative vegetation data recorded in a standardized sampling design. The data support the division of grasslands into the main phytogeographic units of the region (Brazilian biome classification). Grasslands in these two regions also differ in terms of species dominance pattern (higher dominance in Pampa grasslands, likely also due to higher grazing levels) and in terms of conservation state (low presence of exotic species in highland grasslands). Our results are important for conservation policies, which can now consider the presence of different grassland types in different region, but more data will be necessary for a more detailed classification that considers different abiotic features in more detail."	99	1	0	0	82	18	107	2019-01-01	WOS:000459825800016	0	0	0	0	0	0	0	1	0	0	0	0	0	0	YES
J	"Walker, Donald A.; Epstein, Howard E.; Sibik, Jozef; Bhatt, Uma; Romanovsky, Vladimir E.; Breen, Amy L.; Chasnikova, Silvia; Daanen, Ronald; Druckenmiller, Lisa A.; Ermokhina, Ksenia; Forbes, Bruce C.; Frost, Gerald V.; Geml, Jozsef; Kaarlejarvi, Elina; Khitun, Olga; Khomutov, Artem; Kumpula, Timo; Kuss, Patrick; Matyshak, Georgy; Moskalenko, Natalya; Orekhov, Pavel; Peirce, Jana; Raynolds, Martha K.; Timling, Ina"	Vegetation on mesic loamy and sandy soils along a 1700-km maritime Eurasia Arctic Transect	APPLIED VEGETATION SCIENCE	NA	22	1	NA	NA	150	167	NA	10.1111/avsc.12401	Article	JAN 2019	2019	"Questions How do plant communities on zonal loamy vs. sandy soils vary across the full maritime Arctic bioclimate gradient? How are plant communities of these areas related to existing vegetation units of the European Vegetation Classification? What are the main environmental factors controlling transitions of vegetation along the bioclimate gradient? Location 1700-km Eurasia Arctic Transect (EAT), Yamal Peninsula and Franz Josef Land (FJL), Russia. Methods The Braun-Blanquet approach was used to sample mesic loamy and sandy plots on 14 total study sites at six locations, one in each of the five Arctic bioclimate subzones and the forest-tundra transition. Trends in soil factors, cover of plant growth forms (PGFs) and species diversity were examined along the summer warmth index (SWI) gradient and on loamy and sandy soils. Classification and ordination were used to group the plots and to test relationships between vegetation and environmental factors. Results Clear, mostly non-linear, trends occurred for soil factors, vegetation structure and species diversity along the climate gradient. Cluster analysis revealed seven groups with clear relationships to subzone and soil texture. Clusters at the ends of the bioclimate gradient (forest-tundra and polar desert) had many highly diagnostic taxa, whereas clusters from the Yamal Peninsula had only a few. Axis 1 of a DCA was strongly correlated with latitude and summer warmth; Axis 2 was strongly correlated with soil moisture, percentage sand and landscape age. Conclusions Summer temperature and soil texture have clear effects on tundra canopy structure and species composition, with consequences for ecosystem properties. Each layer of the plant canopy has a distinct region of peak abundance along the bioclimate gradient. The major vegetation types are weakly aligned with described classes of the European Vegetation Checklist, indicating a continuous floristic gradient rather than distinct subzone regions. The study provides ground-based vegetation data for satellite-based interpretations of the western maritime Eurasian Arctic, and the first vegetation data from Hayes Island, Franz Josef Land, which is strongly separated geographically and floristically from the rest of the gradient and most susceptible to on-going climate change."	10	0	0	0	6	0	11	2019-03-11	WOS:000459825800015	0	0	0	0	0	0	0	1	0	0	0	0	0	0	YES
J	"Vymazalova, Marie; Tichy, Lubomir; Axmanova, Irena"	How does vegetation sampling in different parts of the growing season influence classification results and analyses of beta diversity?	APPLIED VEGETATION SCIENCE	NA	17	3	NA	NA	556	566	NA	10.1111/avsc.12087	Article	JUL 2014	2014	"Questions: Several studies have demonstrated that data sets that combine vegetation plots recorded in different parts of the growing season might contain significant seasonal variability. The effects of this variability might confound some data analyses, such as vegetation classifications or beta diversity estimates, but the magnitude of these effects is unknown. Here, we try to quantify how strong these effects are, depending on the range of seasonal variation within the data set.Location: Southern Moravia, Czech Republic.Methods: We used two data sets of permanent plots (Forests and Dry Grasslands from the Czech Republic, each recorded in spring, summer and autumn) to analyse the similarity of partitions in hierarchical classifications with (1) different parameter settings (transformations of cover data and the beta parameter of the Beta flexible clustering method), and (2) different proportions of plots recorded in different parts of the growing season (added non-hierarchical k-means classification).Results: Single-season classifications based on the summer records were mostly robust to various cover data transformations and Beta settings, whereas spring and autumn records showed high variability in the resulting partitions. The comparisons of partitions based on the same parameter settings, but using two- or three-season data sets, revealed considerable discrepancies. In the analyses comparing summer records with seasonally heterogeneous data sets, the similarity of partitions rapidly declined after the substitution of a few plots recorded in different parts of the growing season, and non-hierarchical clustering showed higher partition similarity than hierarchical clustering alone in the Dry Grasslands. Compared to single-season data sets, we found higher beta diversity when combining spring and summer plots in both Forest and Dry Grassland data sets.Conclusions: The sampling date might strongly affect the results of classifications of temperate deciduous forests and dry grasslands. Therefore, for classification, we highly recommend using only summer-recorded plots. These plots are most robust with respect to various classification settings, correspond approximately to the phenological optimum of these vegetation types and are the most represented in vegetation databases from temperate regions. When the summer-recorded plots are less represented, we suggest careful seasonal stratification and the inclusion of information concerning the seasonal ratio of analysed data sets into each study."	9	0	0	0	8	0	10	2014-07-16	WOS:000337725300017	0	0	0	0	0	0	0	1	0	0	0	0	0	0	YES
J	"Leblanc, Cesar; Bonnet, Pierre; Servajean, Maximilien; Chytry, Milan; Acic, Svetlana; Argagnon, Olivier; Bergamini, Ariel; Biurrun, Idoia; Bonari, Gianmaria; Campos, Juan A.; Carni, Andraz; Custerevska, Renata; De Sanctis, Michele; Dengler, Juergen; Garbolino, Emmanuel; Golub, Valentin; Jandt, Ute; Jansen, Florian; Lebedeva, Maria; Lenoir, Jonathan; Moeslund, Jesper Erenskjold; Perez-Haase, Aaron; Pielech, Remigiusz; Sibik, Jozef; Stancic, Zvjezdana; Stanisci, Angela; Swacha, Grzegorz; Uogintas, Domas; Vassilev, Kiril; Wohlgemuth, Thomas; Joly, Alexis"	A deep-learning framework for enhancing habitat identification based on species composition	APPLIED VEGETATION SCIENCE	NA	27	3	NA	NA	NA	NA	e12802	10.1111/avsc.12802	Article	JUL 2024	2024	"AimsThe accurate classification of habitats is essential for effective biodiversity conservation. The goal of this study was to harness the potential of deep learning to advance habitat identification in Europe. We aimed to develop and evaluate models capable of assigning vegetation-plot records to the habitats of the European Nature Information System (EUNIS), a widely used reference framework for European habitat types.LocationThe framework was designed for use in Europe and adjacent areas (e.g., Anatolia, Caucasus).MethodsWe leveraged deep-learning techniques, such as transformers (i.e., models with attention components able to learn contextual relations between categorical and numerical features) that we trained using spatial k-fold cross-validation (CV) on vegetation plots sourced from the European Vegetation Archive (EVA), to show that they have great potential for classifying vegetation-plot records. We tested different network architectures, feature encodings, hyperparameter tuning and noise addition strategies to identify the optimal model. We used an independent test set from the National Plant Monitoring Scheme (NPMS) to evaluate its performance and compare its results against the traditional expert systems.ResultsExploration of the use of deep learning applied to species composition and plot-location criteria for habitat classification led to the development of a framework containing a wide range of models. Our selected algorithm, applied to European habitat types, significantly improved habitat classification accuracy, achieving a more than twofold improvement compared to the previous state-of-the-art (SOTA) method on an external data set, clearly outperforming expert systems. The framework is shared and maintained through a GitHub repository.ConclusionsOur results demonstrate the potential benefits of the adoption of deep learning for improving the accuracy of vegetation classification. They highlight the importance of incorporating advanced technologies into habitat monitoring. These algorithms have shown to be better suited for habitat type prediction than expert systems. They push the accuracy score on a database containing hundreds of thousands of standardized presence/absence European surveys to 88.74%, as assessed by expert judgment. Finally, our results showcase that species dominance is a strong marker of ecosystems and that the exact cover abundance of the flora is not required to train neural networks with predictive performances. The framework we developed can be used by researchers and practitioners to accurately classify habitats.Hdm-framework, by leveraging vascular plant species composition coupled with environmental data, enhances vegetation classification, clearly outperforming the traditional expert systems on habitat type identification. The deep-learning models, trained on European flora, offer unparalleled accuracy, efficiency and robustness across diverse ecosystems. This advancement marks a crucial step toward effective biodiversity conservation planning, monitoring and assessment.image"	5	0	0	0	2	0	5	2024-12-05	WOS:001298764100001	0	0	0	0	0	0	0	1	0	0	0	0	0	0	YES
J	"Berg, Christian; Ewald, Joerg; Hobohm, Carsten; Dengler, Juergen"	The whole and its parts: why and how to disentangle plant communities and synusiae in vegetation classification	APPLIED VEGETATION SCIENCE	NA	23	1	NA	NA	127	135	NA	10.1111/avsc.12461	Article	JAN 2020	2020	"Most plant communities consist of different structural and ecological subsets, ranging from cryptogams to different tree layers. The completeness and approach with which these subsets are sampled have implications for vegetation classification. Non-vascular plants are often omitted or sometimes treated separately, referring to their assemblages as synusiae (e.g. epiphytes on bark, saxicolous species on rocks). The distinction of complete plant communities (phytocoenoses or holocoenoses) from their parts (synusiae or merocoenoses) is crucial to avoid logical problems and inconsistencies in the resulting classification systems. We here describe theoretical differences between the phytocoenosis as a whole and its parts, and outline consequences of this distinction for practice and terminology in vegetation classification. To implement a clearer separation, we call for modifications of the International Code of Phytosociological Nomenclature and the EuroVegChecklist. We believe that these steps will make vegetation classification systems better applicable and raise recognition of the importance of non-vascular plants in the vegetation as well as their interplay with vascular plants."	8	0	0	0	8	0	10	2019-12-06	WOS:000499061100001	0	0	0	0	0	0	0	1	0	0	0	0	0	0	YES
J	"Jirousek, Martin; Peterka, Tomas; Chytry, Milan; Jimenez-Alfaro, Borja; Kuznetsov, Oleg L.; Perez-Haase, Aaron; Aunina, Liene; Biurrun, Idoia; Dite, Daniel; Goncharova, Nadezhda; Hajkova, Petra; Jansen, Florian; Koroleva, Natalia E.; Lapshina, Elena D.; Lavrinenko, Igor A.; Lavrinenko, Olga, V; Napreenko, Maxim G.; Pawlikowski, Pawel; Rasomavicius, Valerijus; Rodwell, John S.; Pedreira, David Romero; Balbuena, Elvira Sahuquillo; Smagin, Viktor A.; Tahvanainen, Teemu; Bita-Nicolae, Claudia; Felbaba-Klushyna, Lyubov; Graf, Ulrich; Ivchenko, Tatiana G.; Jandt, Ute; Jirouskova, Jana; Kosuthova, Alica; Lenoir, Jonathan; Onyshchenko, Viktor; Plasek, Vitezslav; Pleskova, Zuzana; Shirokikh, Pavel S.; Simova, Anna; Smerdova, Eva; Tokarev, Pavel N.; Hajek, Michal"	Classification of European bog vegetation of the Oxycocco-Sphagnetea class	APPLIED VEGETATION SCIENCE	NA	25	1	NA	NA	NA	NA	e12646	10.1111/avsc.12646	Article	JAN 2022	2022	"Aims Classification of European bog vegetation (Oxycocco-Sphagnetea class); identification of diagnostic species for the class and vegetation subgroups (orders and alliances); development of an expert system for automatic classification of vegetation plots; and production of distribution maps of the Oxycocco-Sphagnetea class and its alliances. Location Europe. Methods A data set of vegetation-plot records was compiled to include various bog types over most of the European continent. An unsupervised classification (beta-flexible linkage method, Sorensen distance measure) and detrended correspondence analysis (DCA) ordination were applied. Formal definitions of syntaxa based on species presence and covers, and respecting the results of the unsupervised classification, were developed and included in a classification expert system. Results The Oxycocco-Sphagnetea class, its two orders (Sphagno-Ericetalia tetralicis and Sphagnetalia medii) and seven compositionally distinct alliances were formally defined. In addition to the syntaxa included in EuroVegChecklist, three new alliances were distinguished: Rubo chamaemori-Dicranion elongati (subarctic polygon and palsa mires); Erico mackaianae-Sphagnion papillosi (blanket bogs of the northwestern Iberian Peninsula); and Sphagno baltici-Trichophorion cespitosi (boreal bog lawns). The latter alliance is newly described in this article. Conclusions This first pan-European formalized classification of European bog vegetation partially followed the system presented in EuroVegChecklist, but suggested three additional alliances. One covers palsa and polygon mires, one covers Iberian bogs with endemics and one fills the syntaxonomical gap for lawn microhabitats in boreal bogs. A classification expert system has been developed, which allows assignment of vegetation plots to the types described."	15	0	0	0	13	0	19	2022-04-02	WOS:000772312300001	0	0	0	0	0	0	0	1	0	0	0	0	0	0	YES
J	"Kalnikova, Veronika; Chytry, Krystof; Bita-Nicolae, Claudia; Bracco, Francesco; Font, Xavier; Iakushenko, Dmytro; Kacki, Zygmunt; Kudrnovsky, Helmut; Landucci, Flavia; Lustyk, Pavel; Milanovic, Dordije; Sibik, Jozef; Silc, Urban; Uzieblo, Aldona K.; Villani, Mariacristina; Chytry, Milan"	Vegetation of the European mountain river gravel bars: A formalized classification	APPLIED VEGETATION SCIENCE	NA	24	1	NA	NA	NA	NA	e12542	10.1111/avsc.12542	Article	JAN 2021	2021	"Aims River gravel bars are endangered habitats in Europe. However, classification schemes of their vegetation and habitat types differ among European countries, and they are even ignored in some national schemes. This causes problems in conservation planning, monitoring and management. Hence we aimed at building the first unified vegetation classification for river gravel-bar habitats across European mountain systems.Location Europe.Methods In total 4,769 vegetation plot records of river gravel-bar plant communities were collected from national, regional or private databases, digitized from the literature and newly collected in the field. A hierarchical classification expert system with formal definitions of vegetation types was created. The definitions combined the criteria of presence or cover of groups of species with similar ecology or single species narrowly specialized to a particular gravel-bar habitat. The TWINSPAN classification was applied to early-successional vegetation types to check whether the classification based on formal definitions was supported by the results of unsupervised classification. Similarity patterns among vegetation types were visualized using the detrended correspondence analysis (DCA) ordination.Results Early-successional and scrub gravel-bar vegetation types were respectively classified into two classes: Thlaspietea rotundifolii and Salicetea purpureae. Eleven associations and four alliances (Calamagrostion pseudophragmitae, Epilobion fleischeri, Salicion cantabricae and Salicion eleagno-daphnoidis) were defined formally. Based on a critical revision, some associations or alliances defined in the previous literature were merged or discarded. The main gradient in variability within the gravel-bar vegetation is connected with the altitudinal gradient, biogeographical variation, local hydromorphological processes and various successional changes.Conclusions The first unified and formalized classification system of the European mountain river gravel-bar vegetation was created, and species composition, ecology and distribution of these types were characterized. The syntaxonomical nomenclature of these types was checked and revised. This study provides a base for conservation planning of these threatened and rapidly disappearing habitats."	20	0	0	0	22	0	24	2020-12-29	WOS:000603152900001	0	0	0	0	0	0	0	1	0	0	0	0	0	0	YES
J	"Terzi, Massimo; Jasprica, Nenad; Cakovic, Danka; Di Pietro, Romeo"	Revision of the central Mediterranean xerothermic cliff vegetation	APPLIED VEGETATION SCIENCE	NA	21	3	NA	NA	514	532	NA	10.1111/avsc.12386	Article	JUL 2018	2018	"QuestionsWhat are the syntaxonomic and synchorological patterns of the xerothermic chasmophytic vegetation in the central part of the Mediterranean Basin? What are the diagnostic species of the high-rank syntaxa of Asplenietalia glandulosi, Onosmetalia frutescentis and Centaureo dalmaticae-Campanuletalia pyramidalis?LocationMediterranean coastal and subcoastal areas of southern France, Italy, Malta, Slovenia, Croatia, Bosnia and Herzegovina, Montenegro, Albania and of mainland Greece.MethodsThe data set of 1,261 published releves was analysed using hierarchical clustering (Flexible Beta method), involving a series of data transformations. Indicator species analysis was used to select the best dendrogram solution and identify diagnostic taxa of the main clusters. The dendrogram was interpreted from a syntaxonomic point of view, using nomenclatural type releves as a basis. The NMDS ordination was performed in order to visualize the floristic relationships among associations and high-rank syntaxa. MRPP was used to test for differences among alliances.ResultsThe classification revealed four main clusters of releves representing the chasmophytic vegetation of southern France, Sardinia and the northwestern part of Italy (Asplenienalia glandulosi/Asplenietalia glandulosi), the southwestern part of Italy and Malta (Tinguarrenalia siculae/Asplenietalia glandulosi), the Adriatic Basin area (Centaureo dalmaticae-Campanuletalia pyramidalis) and the southern Balkans (Onosmetalia frutescentis). The NMDS ordination confirmed the overall pattern, while MRPP showed significant differences among the alliances of the above-mentioned orders and suborders. The lists of diagnostic taxa of the high-rank syntaxa were revised according to a supra-national perspective.ConclusionsThe new syntaxonomic scheme provides a comprehensive overview of the chasmophytic vegetation of the central part of the Mediterranean Basin. This scheme mostly matches the recently published EuroVegChecklist, but also exhibits important novelties concerning the syntaxonomic position of some alliances (Dianthion rupicolae, Centaureion pentadactyli, Arenarion bertolonii and Caro-Aurinion), and the floristic and chorological relationships among high-rank syntaxa, with new revised sets of diagnostic taxa. This revision might be useful for further small-scale phytosociological studies."	12	0	0	0	14	0	14	2018-09-04	WOS:000442660900014	0	0	0	0	0	0	0	1	0	0	0	0	0	0	YES
